Property_ID,Listing_ID,ListingNumber,PropertyType,ListingDate,Title,Price,Price_value,PriceCurrency,Location,Address,Bedrooms,Bathrooms,Parking Spaces,ErfSize,Latitude,Longitude,Agent,Link,SourcePage,ScrapeDate
RR4637766,11747335,RR4637766,House,24 Mar 2026,3 Bedroom House Bonnie Brae,R 16 000,16000,ZAR,Bonnie Brae,Bonnie Brae 45 Stormberg Crescent Bonnie Brae Kraaifontein,3,2,4,,-33.8348965,18.7054864,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/kraaifontein/bonnie-brae/45-stormberg-crescent-bonnie-brae-kraaifontein/RR4637766,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=31",2026-04-05 22:20:57.803449
RR4637751,11747270,RR4637751,Apartment,24 Mar 2026,1 Bedroom Apartment Green Point,R 22 900,22900,ZAR,Green Point,Green Point,1,1,1,58 m²,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/atlantic-seaboard/green-point/RR4637751,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=31",2026-04-05 22:20:57.803449
RR4637743,11747252,RR4637743,House,24 Mar 2026,3 Bedroom House Bishopscourt,R 45 000,45000,ZAR,Bishopscourt,Bishopscourt,3,3,,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/southern-suburbs/bishopscourt/RR4637743,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=31",2026-04-05 22:20:57.803449
RR3141635,7741951,RR3141635,Apartment,24 Mar 2026,2 Bedroom Apartment Guldenland,R 7 700,7700,ZAR,Guldenland,Guldenland,2,1,,3.6 ha,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/strand/onverwacht/guldenland/RR3141635,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=31",2026-04-05 22:20:57.803449
RR4637727,11747206,RR4637727,Apartment,24 Mar 2026,2 Bedroom Apartment Mouille Point,R 55 000,55000,ZAR,Mouille Point,Mouille Point,2,2,2,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/atlantic-seaboard/mouille-point/RR4637727,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=31",2026-04-05 22:20:57.803449
RR4637712,11747172,RR4637712,House,24 Mar 2026,2 Bedroom House Clovelly,R 25 000,25000,ZAR,Clovelly,Clovelly,2,2,1,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/peninsula-false-bay/clovelly/RR4637712,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=31",2026-04-05 22:20:57.803449
RR4637700,11747147,RR4637700,Apartment,24 Mar 2026,1 Bedroom Apartment Oakglen,R 7 000,7000,ZAR,Oakglen,Oakglen,1,1,1,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/bellville/oakglen/RR4637700,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=31",2026-04-05 22:20:57.803449
RR4240731,10744649,RR4240731,House,24 Mar 2026,2 Bedroom House Parklands North,R 15 500,15500,ZAR,Parklands North,Parklands North,2,2,1,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/blouberg/parklands-north/RR4240731,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=31",2026-04-05 22:20:57.803449
RR4503217,11411657,RR4503217,Apartment,24 Mar 2026,3 Bedroom Apartment Kenilworth Upper,R 18 000,18000,ZAR,Kenilworth Upper,"Kenilworth Upper 3 Shady Pine, 295 Main Road,",3,1,,,-33.9928818,18.469275,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/southern-suburbs/kenilworth/kenilworth-upper/3-shady-pine/295-main-road/RR4503217,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=31",2026-04-05 22:20:57.803449
RR4371267,11080975,RR4371267,Apartment,24 Mar 2026,2 Bedroom Apartment Clifton,R 44 000,44000,ZAR,Clifton,Clifton,2,2,1,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/atlantic-seaboard/clifton/RR4371267,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=31",2026-04-05 22:20:57.803449
RR4637656,11747034,RR4637656,House,24 Mar 2026,3 Bedroom House Fish Hoek,R 3 350 per day,3350,ZAR,Fish Hoek,Fish Hoek,3,3,,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/peninsula-false-bay/fish-hoek/RR4637656,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=31",2026-04-05 22:20:57.803449
RR4637640,11746976,RR4637640,Apartment,24 Mar 2026,2 Bedroom Apartment Morgenster,R 7 895,7895,ZAR,Morgenster,"Morgenster 32 Alison Court, 2 Windmeul Street",2,1,,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/brackenfell/morgenster/32-alison-court/2-windmeul-street/RR4637640,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=31",2026-04-05 22:20:57.803449
RR4289974,10865213,RR4289974,Apartment,24 Mar 2026,1 Bedroom Apartment Woodstock,R 16 000,16000,ZAR,Woodstock,Woodstock,1,1,1,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/cape-town-city-bowl/woodstock/RR4289974,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=31",2026-04-05 22:20:57.803449
RR4637598,11746852,RR4637598,House,24 Mar 2026,4 Bedroom House Panorama,R 27 000,27000,ZAR,Panorama,Panorama,4,2,2,1 088 m²,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/parow/panorama/RR4637598,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=31",2026-04-05 22:20:57.803449
RR4459772,11302896,RR4459772,Apartment,24 Mar 2026,Studio Apartment Pinelands,R 9 100,9100,ZAR,Pinelands,"Pinelands 107 Silvermine, 8 Unit 107, 8 Informal Rd",0.5,1,,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/southern-suburbs/pinelands/107-silvermine/8-unit-107-8-informal-rd/RR4459772,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=31",2026-04-05 22:20:57.803449
RR4524276,11464035,RR4524276,Apartment,24 Mar 2026,3 Bedroom Apartment Sandown,R 20 000,20000,ZAR,Sandown,Sandown,3,2,2,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/blouberg/sandown/RR4524276,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=31",2026-04-05 22:20:57.803449
RR4637589,11746812,RR4637589,House,24 Mar 2026,2 Bedroom House Century City,R 25 000,25000,ZAR,Century City,Century City,2,2,2,241 m²,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/milnerton/century-city/RR4637589,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=32",2026-04-05 22:20:57.803449
RR4637583,11746796,RR4637583,Apartment,24 Mar 2026,2 Bedroom Apartment Cape Town City Centre,R 20 000,20000,ZAR,Cape Town City Centre,Cape Town City Centre,2,2,1,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/cape-town-city-bowl/cape-town-city-centre/RR4637583,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=32",2026-04-05 22:20:57.803449
RR4637560,11746741,RR4637560,Apartment,24 Mar 2026,2 Bedroom Apartment Uitzicht,R 9 300,9300,ZAR,Uitzicht,"Uitzicht 55 Chancery Lane, 26 Sicily Street",2,1,1,,-33.8159413,18.694283,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/durbanville/uitzicht/55-chancery-lane/26-sicily-street/RR4637560,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=32",2026-04-05 22:20:57.803449
RR4637516,11746625,RR4637516,House,24 Mar 2026,3 Bedroom House Uitzicht,R 18 000,18000,ZAR,Uitzicht,Uitzicht,3,2,1,290 m²,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/durbanville/uitzicht/RR4637516,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=32",2026-04-05 22:20:57.803449
RR4637479,11746547,RR4637479,Apartment,24 Mar 2026,2 Bedroom Apartment Waterfront,R 50 000,50000,ZAR,Waterfront,Waterfront,2,2,2,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/atlantic-seaboard/waterfront/RR4637479,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=32",2026-04-05 22:20:57.803449
RR4637409,11746389,RR4637409,House,23 Mar 2026,2 Bedroom House Tokai,R 18 800,18800,ZAR,Tokai,Tokai,2,2,,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/southern-suburbs/tokai/RR4637409,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=32",2026-04-05 22:20:57.803449
RR4637369,11746299,RR4637369,House,23 Mar 2026,6 Bedroom House Goodwood,R 5 500,5500,ZAR,Goodwood,Goodwood,6,4,5,,-33.9116724,18.5522531,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/goodwood/goodwood/oxford/RR4637369,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=32",2026-04-05 22:20:57.803449
RR4637363,11746284,RR4637363,Apartment,23 Mar 2026,2 Bedroom Apartment Simons Town,R 25 000,25000,ZAR,Simons Town,Simons Town,2,1.5,,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/simons-town/simons-town/RR4637363,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=32",2026-04-05 22:20:57.803449
RR4637364,11746285,RR4637364,House,23 Mar 2026,8 Bedroom House Goodwood,R 5 500,5500,ZAR,Goodwood,Goodwood,8,4,,,-33.9116724,18.5522531,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/goodwood/goodwood/oxford/RR4637364,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=32",2026-04-05 22:20:57.803449
RR4637357,11746271,RR4637357,Townhouse,23 Mar 2026,2 Bedroom Townhouse Goodwood Estate,R 21 000,21000,ZAR,Goodwood Estate,Goodwood Estate 1 Oxford,2,2,2,,-33.9116724,18.5522531,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/goodwood/goodwood-estate/1/1-oxford/RR4637357,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=32",2026-04-05 22:20:57.803449
RR4637353,11746260,RR4637353,Apartment,23 Mar 2026,2 Bedroom Apartment Goodwood Estate,R 12 500,12500,ZAR,Goodwood Estate,"Goodwood Estate 14 171 On Murray, 171 Murray",2,1,1,,-33.9116724,18.5522531,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/goodwood/goodwood-estate/14-171-on-murray/171-murray/RR4637353,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=32",2026-04-05 22:20:57.803449
RR4063667,10298675,RR4063667,Apartment,23 Mar 2026,1 Bedroom Apartment Cape Town City Centre,R 18 800,18800,ZAR,Cape Town City Centre,"Cape Town City Centre 00 Icon, 24 Hans Strijdom Avenue",1,1,2,,-33.9178254753452,18.4236993768855,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/cape-town-city-bowl/cape-town-city-centre/00-icon/24-hans-strijdom-avenue/RR4063667,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=32",2026-04-05 22:20:57.803449
RR4077400,10334572,RR4077400,Apartment,23 Mar 2026,1 Bedroom Apartment Cape Town City Centre,R 18 800,18800,ZAR,Cape Town City Centre,"Cape Town City Centre 00 Icon, 24 Hans Strijdom Avenue",1,1,2,,-33.91805593822139,18.423308083991987,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/cape-town-city-bowl/cape-town-city-centre/00-icon/24-hans-strijdom-avenue/RR4077400,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=32",2026-04-05 22:20:57.803449
RR4524355,11464200,RR4524355,House,23 Mar 2026,2 Bedroom House Newlands,R 36 000,36000,ZAR,Newlands,Newlands,2,2.5,2,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/southern-suburbs/newlands/RR4524355,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=32",2026-04-05 22:20:57.803449
RR4637289,11746107,RR4637289,Apartment,23 Mar 2026,2 Bedroom Apartment Sea Point,R 22 000,22000,ZAR,Sea Point,Sea Point,2,2,2,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/atlantic-seaboard/sea-point/RR4637289,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=32",2026-04-05 22:20:57.803449
RR4637283,11746094,RR4637283,House,23 Mar 2026,4 Bedroom House Constantia,R 170 000,170000,ZAR,Constantia,Constantia,4,3,2,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/southern-suburbs/constantia/RR4637283,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=32",2026-04-05 22:20:57.803449
RR4636995,11745330,RR4636995,House,23 Mar 2026,2 Bedroom House Woodstock,R 21 500,21500,ZAR,Woodstock,Woodstock,2,1,1,100 m²,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/cape-town-city-bowl/woodstock/RR4636995,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=32",2026-04-05 22:20:57.803449
RR4637253,11745990,RR4637253,Apartment,23 Mar 2026,2 Bedroom Apartment Sea Point,R 36 000,36000,ZAR,Sea Point,Sea Point,2,2,2,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/atlantic-seaboard/sea-point/RR4637253,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=32",2026-04-05 22:20:57.803449
RR4637237,11745949,RR4637237,Apartment,23 Mar 2026,2 Bedroom Apartment Windsor Park,R 8 100,8100,ZAR,Windsor Park,"Windsor Park 10 & 12 The Flowers ,rose Court, 95 Victoria Street",2,1,,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/kraaifontein/windsor-park/10-12-the-flowers-rose-court/95-victoria-street/RR4637237,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=32",2026-04-05 22:20:57.803449
RR4637230,11745924,RR4637230,Apartment,23 Mar 2026,1 Bedroom Apartment Windsor Park,R 6 950,6950,ZAR,Windsor Park,"Windsor Park 6 The Flowers ,rose Court, 95 Victoria Street",1,1,,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/kraaifontein/windsor-park/6-the-flowers-rose-court/95-victoria-street/RR4637230,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=32",2026-04-05 22:20:57.803449
RR4637211,11745870,RR4637211,Apartment,23 Mar 2026,2 Bedroom Apartment Cape Town City Centre,R 27 000,27000,ZAR,Cape Town City Centre,Cape Town City Centre,2,2,2,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/cape-town-city-bowl/cape-town-city-centre/RR4637211,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=33",2026-04-05 22:20:57.803449
RR4637209,11745863,RR4637209,Apartment,23 Mar 2026,1 Bedroom Apartment Richwood,R 12 000,12000,ZAR,Richwood,Richwood,1,1,1,53 m²,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/milnerton/richwood/de-aan-zicht-lifestyle-security-estate/giel-basson-dr-rooiheuwel-rd-richwood-7441/RR4637209,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=33",2026-04-05 22:20:57.803449
RR4637199,11745845,RR4637199,Apartment,23 Mar 2026,2 Bedroom Apartment Mouille Point,R 55 000,55000,ZAR,Mouille Point,"Mouille Point 701 South Seas, 129 Beach Road",2,2,1,,-33.9021951669809,18.3998444064891,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/atlantic-seaboard/mouille-point/701-south-seas/129-beach-road/RR4637199,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=33",2026-04-05 22:20:57.803449
RR4637192,11745832,RR4637192,Duplex,23 Mar 2026,3 Bedroom Duplex Parklands,R 18 000,18000,ZAR,Parklands,"Parklands 00 Ss Alberanté, 25 Regent Road",3,2,1,88 m²,-33.8133261,18.5003109,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/blouberg/parklands/00-ss-alberant/25-regent-road/RR4637192,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=33",2026-04-05 22:20:57.803449
RR4637179,11745797,RR4637179,Apartment,23 Mar 2026,1 Bedroom Apartment Richwood,R 12 000,12000,ZAR,Richwood,Richwood,1,1,1,43 m²,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/milnerton/richwood/de-aan-zicht-lifestyle-security-estate/giel-basson-dr-rooiheuwel-rd-richwood-7441/RR4637179,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=33",2026-04-05 22:20:57.803449
RR4637127,11745675,RR4637127,Apartment,23 Mar 2026,1 Bedroom Apartment Richwood,R 15 950,15950,ZAR,Richwood,Richwood,1,1,1,65 m²,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/milnerton/richwood/de-aan-zicht-lifestyle-security-estate/giel-basson-dr-rooiheuwel-rd-richwood-7441/RR4637127,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=33",2026-04-05 22:20:57.803449
RR4637126,11745674,RR4637126,Apartment,23 Mar 2026,2 Bedroom Apartment Vredehoek,R 29 000,29000,ZAR,Vredehoek,Vredehoek,2,2,1,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/cape-town-city-bowl/vredehoek/RR4637126,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=33",2026-04-05 22:20:57.803449
RR4637116,11745647,RR4637116,House,23 Mar 2026,2 Bedroom House Monte Vista,R 22 000,22000,ZAR,Monte Vista,Monte Vista,2,1,,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/goodwood/monte-vista/RR4637116,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=33",2026-04-05 22:20:57.803449
RR4635576,11741397,RR4635576,Apartment,23 Mar 2026,1 Bedroom Apartment Tamboerskloof,R 12 950,12950,ZAR,Tamboerskloof,"Tamboerskloof 0 Metropole Kloof Nek, 72c Kloof Nek Road",1,1,1,,-33.9291667,18.4041667,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/cape-town-city-bowl/tamboerskloof/0-metropole-kloof-nek/72c-kloof-nek-road/RR4635576,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=33",2026-04-05 22:20:57.803449
RR4637069,11745530,RR4637069,Apartment,23 Mar 2026,Studio Apartment Cape Town City Centre,R 12 500,12500,ZAR,Cape Town City Centre,Cape Town City Centre,,1,,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/cape-town-city-bowl/cape-town-city-centre/RR4637069,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=33",2026-04-05 22:20:57.803449
RR4637062,11745517,RR4637062,House,23 Mar 2026,3 Bedroom House Grassy Park,R 13 000,13000,ZAR,Grassy Park,Grassy Park,3,1,2,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/cape-flats/grassy-park/RR4637062,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=33",2026-04-05 22:20:57.803449
RR4637046,11745475,RR4637046,Apartment,23 Mar 2026,Studio Apartment Newlands,R 14 000,14000,ZAR,Newlands,Newlands,,1,,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/southern-suburbs/newlands/RR4637046,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=33",2026-04-05 22:20:57.803449
RR4637039,11745454,RR4637039,House,23 Mar 2026,3 Bedroom House Parklands North,R 26 000,26000,ZAR,Parklands North,Parklands North,3,2.5,2,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/blouberg/parklands-north/RR4637039,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=33",2026-04-05 22:20:57.803449
RR4637038,11745453,RR4637038,Apartment,23 Mar 2026,2 Bedroom Apartment Worlds View,R 11 950,11950,ZAR,Worlds View,Worlds View,2,1,1,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/somerset-west/worlds-view/RR4637038,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=33",2026-04-05 22:20:57.803449
RR4637025,11745410,RR4637025,Apartment,23 Mar 2026,Studio Apartment Newlands,R 13 000,13000,ZAR,Newlands,Newlands,,1,1,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/southern-suburbs/newlands/RR4637025,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=33",2026-04-05 22:20:57.803449
RR4637013,11745374,RR4637013,House,23 Mar 2026,3 Bedroom House Penlyn Estate,R 16 000,16000,ZAR,Penlyn Estate,Penlyn Estate,3,1,1,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/cape-flats/athlone/penlyn-estate/RR4637013,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=33",2026-04-05 22:20:57.803449
RR4636993,11745322,RR4636993,Apartment,23 Mar 2026,1 Bedroom Apartment Cape Town City Centre,R 14 250,14250,ZAR,Cape Town City Centre,Cape Town City Centre 12 Adderley Street,1,1,,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/cape-town-city-bowl/cape-town-city-centre/colosseum/12-adderley-street/RR4636993,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=33",2026-04-05 22:20:57.803449
RR4636984,11745299,RR4636984,Apartment,23 Mar 2026,2 Bedroom Apartment Claremont Upper,R 24 950,24950,ZAR,Claremont Upper,Claremont Upper,2,2,2,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/southern-suburbs/claremont/claremont-upper/RR4636984,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=33",2026-04-05 22:20:57.803449
RR4636965,11745243,RR4636965,Apartment,23 Mar 2026,1 Bedroom Apartment Richwood,R 15 950,15950,ZAR,Richwood,Richwood,1,1,1,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/milnerton/richwood/RR4636965,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=33",2026-04-05 22:20:57.803449
RR3960503,10027754,RR3960503,Apartment,23 Mar 2026,2 Bedroom Apartment Muizenberg,R 11 500,11500,ZAR,Muizenberg,"Muizenberg 214 Dune Crest, 73 Sunrise Boulevard Road",2,1,1,,-34.1002251,18.4839562,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/peninsula-false-bay/muizenberg/214-dune-crest/73-sunrise-boulevard-road/RR3960503,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=33",2026-04-05 22:20:57.803449
RR4636920,11745121,RR4636920,Apartment,23 Mar 2026,1 Bedroom Apartment Boston,R 7 200,7200,ZAR,Boston,Boston,1,1,1,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/bellville/boston/RR4636920,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=34",2026-04-05 22:20:57.803449
RR4636892,11745050,RR4636892,House,23 Mar 2026,3 Bedroom House Sitari,R 37 000,37000,ZAR,Sitari,Sitari,3,3,2,357 m²,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/somerset-west/sitari/RR4636892,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=34",2026-04-05 22:20:57.803449
RR4636873,11744994,RR4636873,House,23 Mar 2026,1 Bedroom House Green Point,R 30 000,30000,ZAR,Green Point,Green Point,1,1,1,75 m²,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/atlantic-seaboard/green-point/RR4636873,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=34",2026-04-05 22:20:57.803449
RR3725831,9326808,RR3725831,Apartment,23 Mar 2026,1 Bedroom Apartment Helena Heights,R 12 000,12000,ZAR,Helena Heights,Helena Heights 8 Durban Drive,1,1,,,-34.057013,18.835104,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/somerset-west/helena-heights/8-durban-drive/RR3725831,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=34",2026-04-05 22:20:57.803449
RR4636847,11744935,RR4636847,Apartment,23 Mar 2026,2 Bedroom Apartment Parklands East,R 11 500,11500,ZAR,Parklands East,Parklands East,2,1,1,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/blouberg/parklands/parklands-east/RR4636847,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=34",2026-04-05 22:20:57.803449
RR4636832,11744899,RR4636832,Apartment,23 Mar 2026,2 Bedroom Apartment Century City,R 30 000,30000,ZAR,Century City,Century City,2,2.5,2,,,,,https://www.privateproperty.co.za/to-rent/western-cape/cape-town/milnerton/century-city/RR4636832,"https://www.privateproperty.co.za/to-rent/western-cape/cape-town/55?pt=House,ApartmentFlat,TownHouseCluster&page=34",2026-04-05 22:20:57.803449
